stage,date,pens,pens_home_score,pens_away_score,team_name_home,team_name_away,team_home_score,team_away_score,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,duels_won_home,duels_won_away,events_list,lineup_home,lineup_away
Round of 16,28.06.2021,False,0,0,Croatia,Spain,3,5,32%,68%,12,23,7,10,42%,58%,"[""{'event_team':'home','event_time':20','event_type':'Owngoal','action_player_1':'Pedri','action_player_2':'Owngoal'},{'event_team':'away','event_time':38','event_type':'Goal','action_player_1':'PabloSarabia'},{'event_team':'home','event_time':45','event_type':'Substitution','action_player_1':'AndrejKramaric','action_player_2':'BrunoPetkovi'},{'event_team':'away','event_time':57','event_type':'Goal','action_player_1':'CesarAzpilicueta','action_player_2':'FerranTorres'},{'event_team':'home','event_time':67','event_type':'Substitution','action_player_1':'MislavOri','action_player_2':'AnteRebic'},{'event_team':'away','event_time':71','event_type':'Substitution','action_player_1':'DanielOlmo','action_player_2':'PabloSarabia'},{'event_team':'away','event_time':72','event_type':'Substitution','action_player_1':'PauTorres','action_player_2':'EricGarca'},{'event_team':'home','event_time':73','event_type':'Yellowcard','action_player_1':'MarceloBrozovic'},{'event_team':'home','event_time':74','event_type':'Substitution','action_player_1':'JosipBrekalo','action_player_2':'JosipJuranovi'},{'event_team':'away','event_time':77','event_type':'Goal','action_player_1':'FerranTorres','action_player_2':'PauTorres'},{'event_team':'away','event_time':77','event_type':'Substitution','action_player_1':'JordiAlba','action_player_2':'JoseGaya'},{'event_team':'away','event_time':78','event_type':'Substitution','action_player_1':'FabianRuiz','action_player_2':'Koke'},{'event_team':'home','event_time':79','event_type':'Substitution','action_player_1':'AnteBudimir','action_player_2':'MateoKovacic'},{'event_team':'home','event_time':79','event_type':'Substitution','action_player_1':'MarioPasalic','action_player_2':'NikolaVlasic'},{'event_team':'home','event_time':83','event_type':'Yellowcard','action_player_1':'DujeCaletaCar'},{'event_team':'home','event_time':85','event_type':'Goal','action_player_1':'MislavOri'},{'event_team':'away','event_time':88','event_type':'Substitution','action_player_1':'MikelOyarzabal','action_player_2':'FerranTorres'},{'event_team':'home','event_time':92','event_type':'Goal','action_player_1':'MarioPasalic','action_player_2':'MislavOri'},{'event_team':'away','event_time':100','event_type':'Goal','action_player_1':'AlvaroMorata','action_player_2':'DanielOlmo'},{'event_team':'away','event_time':102','event_type':'Substitution','action_player_1':'Rodri','action_player_2':'SergioBusquets'},{'event_team':'away','event_time':103','event_type':'Goal','action_player_1':'MikelOyarzabal','action_player_2':'DanielOlmo'},{'event_team':'home','event_time':114','event_type':'Substitution','action_player_1':'LukaIvanuec','action_player_2':'LukaModric'}""]","{'17': 'Rebic', '20': ' Petković', '13': ' Vlasic', '8': ' Kovacic', '11': ' Brozovic', '10': ' Modric', '25': ' Gvardiol', '5': ' Caleta Car', '21': ' Vida', '22': ' Juranović', '1': ' Livakovic'}","{'22': 'Sarabia', '7': ' Morata', '11': ' Torres', '26': ' González López', '5': ' Busquets', '8': ' Koke', '14': ' Gaya', '24': ' Laporte', '12': ' García Martret', '2': ' Azpilicueta', '23': ' Simon'}"
Round of 16,27.06.2021,False,0,0,Belgium,Portugal,1,0,42%,58%,6,23,1,4,48%,52%,"[""{'event_team':'home','event_time':42','event_type':'Goal','action_player_1':'ThorganHazard','action_player_2':'ThomasMeunier'},{'event_team':'away','event_time':45','event_type':'Yellowcard','action_player_1':'JooPalhinha'},{'event_team':'home','event_time':48','event_type':'Substitution','action_player_1':'DriesMertens','action_player_2':'KevinDeBruyne'},{'event_team':'away','event_time':51','event_type':'Yellowcard','action_player_1':'DiogoDalot'},{'event_team':'away','event_time':55','event_type':'Substitution','action_player_1':'BrunoFernandes','action_player_2':'BernardoSilva'},{'event_team':'away','event_time':55','event_type':'Substitution','action_player_1':'JooFlix','action_player_2':'JoaoMoutinho'},{'event_team':'away','event_time':70','event_type':'Substitution','action_player_1':'AndreSilva','action_player_2':'DiogoJota'},{'event_team':'home','event_time':72','event_type':'Yellowcard','action_player_1':'ThomasVermaelen'},{'event_team':'away','event_time':77','event_type':'Yellowcard','action_player_1':'Pepe'},{'event_team':'away','event_time':78','event_type':'Substitution','action_player_1':'DaniloPereira','action_player_2':'JooPalhinha'},{'event_team':'away','event_time':78','event_type':'Substitution','action_player_1':'SergioOliveira','action_player_2':'RenatoSanches'},{'event_team':'home','event_time':81','event_type':'Yellowcard','action_player_1':'TobyAlderweireld'},{'event_team':'home','event_time':87','event_type':'Substitution','action_player_1':'YannickCarrasco','action_player_2':'EdenHazard'},{'event_team':'home','event_time':95','event_type':'Substitution','action_player_1':'LeanderDendoncker','action_player_2':'ThorganHazard'}""]","{'9': 'Lukaku', '10': ' Hazard', '7': ' De Bruyne', '16': ' Hazard', '6': ' Witsel', '8': ' Tielemans', '15': ' Meunier', '5': ' Vertonghen', '3': ' Vermaelen', '2': ' Alderweireld', '1': ' Courtois'}","{'21': 'Jota', '7': ' Ronaldo', '10': ' Silva', '16': ' Sanches', '26': ' Lobo Alves Palhinha Gonçalves', '8': ' Moutinho', '5': ' Guerreiro', '4': ' Dias', '3': ' Pepe', '20': ' Dalot', '1': ' Patricio'}"
Round of 16,27.06.2021,False,0,0,Netherlands,Czech Republic,0,2,52%,48%,6,12,0,5,53%,48%,"[""{'event_team':'home','event_time':46','event_type':'Yellowcard','action_player_1':'DenzelDumfries'},{'event_team':'home','event_time':55','event_type':'Redcard','action_player_1':'MatthijsdeLigt'},{'event_team':'away','event_time':56','event_type':'Yellowcard','action_player_1':'VladimrCoufal'},{'event_team':'home','event_time':57','event_type':'Substitution','action_player_1':'QuincyPromes','action_player_2':'DonyellMalen'},{'event_team':'away','event_time':68','event_type':'Goal','action_player_1':'TomHole','action_player_2':'TomKalas'},{'event_team':'home','event_time':73','event_type':'Substitution','action_player_1':'WoutWeghorst','action_player_2':'MartenDeRoon'},{'event_team':'away','event_time':79','event_type':'Substitution','action_player_1':'JakubJankto','action_player_2':'LukMasopust'},{'event_team':'away','event_time':80','event_type':'Goal','action_player_1':'PatrikSchick','action_player_2':'TomHole'},{'event_team':'home','event_time':81','event_type':'Substitution','action_player_1':'StevenBerghuis','action_player_2':'PatrickvanAanholt'},{'event_team':'home','event_time':81','event_type':'Substitution','action_player_1':'JurrinTimber','action_player_2':'DaleyBlind'},{'event_team':'home','event_time':84','event_type':'Yellowcard','action_player_1':'FrenkiedeJong'},{'event_team':'away','event_time':85','event_type':'Substitution','action_player_1':'AdamHloek','action_player_2':'Petrevk'},{'event_team':'away','event_time':85','event_type':'Substitution','action_player_1':'AlexKrl','action_player_2':'TomHole'},{'event_team':'away','event_time':92','event_type':'Substitution','action_player_1':'MichaelKrmenk','action_player_2':'PatrikSchick'},{'event_team':'away','event_time':92','event_type':'Substitution','action_player_1':'MichalSadlek','action_player_2':'AntonnBark'}""]","{'18': 'Malen', '10': ' Depay', '8': ' Wijnaldum', '12': ' van Aanholt', '21': ' de Jong', '15': ' De Roon', '22': ' Dumfries', '17': ' Blind', '3': ' de Ligt', '6': ' de Vrij', '1': ' Stekelenburg'}","{'10': 'Schick', '13': ' Ševčík', '7': ' Barák', '15': ' Souček', '12': ' Masopust', '9': ' Holeš', '2': ' Kaderabek', '6': ' Kalas', '3': ' Čelůstka', '5': ' Coufal', '1': ' Vaclik'}"
Round of 16,26.06.2021,False,0,0,Italy,Austria,2,1,52%,48%,27,16,6,3,50%,50%,"[""{'event_team':'away','event_time':2','event_type':'Yellowcard','action_player_1':'MarkoArnautovic'},{'event_team':'home','event_time':50','event_type':'Yellowcard','action_player_1':'GiovanniDiLorenzo'},{'event_team':'home','event_time':51','event_type':'Yellowcard','action_player_1':'NicoloBarella'},{'event_team':'away','event_time':66','event_type':'Disallowedgoal','action_player_1':'Disallowedgoal'},{'event_team':'home','event_time':67','event_type':'Substitution','action_player_1':'ManuelLocatelli','action_player_2':'MarcoVerratti'},{'event_team':'home','event_time':67','event_type':'Substitution','action_player_1':'MatteoPessina','action_player_2':'NicoloBarella'},{'event_team':'home','event_time':84','event_type':'Substitution','action_player_1':'AndreaBelotti','action_player_2':'CiroImmobile'},{'event_team':'home','event_time':84','event_type':'Substitution','action_player_1':'FedericoChiesa','action_player_2':'DomenicoBerardi'},{'event_team':'away','event_time':90','event_type':'Substitution','action_player_1':'AlessandroSchpf','action_player_2':'ChristophBaumgartner'},{'event_team':'home','event_time':95','event_type':'Goal','action_player_1':'FedericoChiesa','action_player_2':'LeonardoSpinazzola'},{'event_team':'away','event_time':97','event_type':'Substitution','action_player_1':'SasaKalajdzic','action_player_2':'MarkoArnautovic'},{'event_team':'away','event_time':103','event_type':'Yellowcard','action_player_1':'MartinHinteregger'},{'event_team':'home','event_time':105','event_type':'Goal','action_player_1':'MatteoPessina','action_player_2':'FrancescoAcerbi'},{'event_team':'away','event_time':105','event_type':'Substitution','action_player_1':'LouisSchaub','action_player_2':'FlorianGrillitsch'},{'event_team':'away','event_time':105','event_type':'Substitution','action_player_1':'MichaelGregoritsch','action_player_2':'XaverSchlager'},{'event_team':'home','event_time':108','event_type':'Substitution','action_player_1':'BryanCristante','action_player_2':'LorenzoInsigne'},{'event_team':'away','event_time':114','event_type':'Goal','action_player_1':'SasaKalajdzic','action_player_2':'LouisSchaub'},{'event_team':'away','event_time':114','event_type':'Substitution','action_player_1':'StefanIlsanker','action_player_2':'KonradLaimer'},{'event_team':'away','event_time':114','event_type':'Substitution','action_player_1':'ChristopherTrimmel','action_player_2':'StefanLainer'},{'event_team':'away','event_time':121','event_type':'Yellowcard','action_player_1':'AleksandarDragovic'}""]","{'10': 'Insigne', '17': ' Immobile', '11': ' Berardi', '6': ' Verratti', '8': ' Jorginho', '18': ' Barella', '4': ' Spinazzola', '15': ' Acerbi', '19': ' Bonucci', '2': ' Di Lorenzo', '21': ' Donnarumma'}","{'7': 'Arnautovic', '19': ' Baumgartner', '9': ' Sabitzer', '24': ' Laimer', '10': ' Grillitsch', '23': ' Schlager', '8': ' Alaba', '4': ' Hinteregger', '3': ' Dragovic', '21': ' Lainer', '13': ' Bachmann'}"
Round of 16,26.06.2021,False,0,0,Wales,Denmark,0,4,47%,53%,11,16,1,8,39%,61%,"[""{'event_team':'home','event_time':26','event_type':'Yellowcard','action_player_1':'JoeRodon'},{'event_team':'away','event_time':27','event_type':'Goal','action_player_1':'KasperDolberg','action_player_2':'MikkelDamsgaard'},{'event_team':'home','event_time':40','event_type':'Substitution','action_player_1':'NecoWilliams','action_player_2':'ConnorRoberts'},{'event_team':'home','event_time':40','event_type':'Yellowcard','action_player_1':'KiefferMoore'},{'event_team':'away','event_time':48','event_type':'Goal','action_player_1':'KasperDolberg'},{'event_team':'home','event_time':59','event_type':'Substitution','action_player_1':'HarryWilson','action_player_2':'JoseffMorrell'},{'event_team':'away','event_time':60','event_type':'Substitution','action_player_1':'ChristianNrgaard','action_player_2':'MikkelDamsgaard'},{'event_team':'away','event_time':60','event_type':'Substitution','action_player_1':'MathiasJensen','action_player_2':'ThomasDelaney'},{'event_team':'away','event_time':70','event_type':'Substitution','action_player_1':'AndreasCornelius','action_player_2':'KasperDolberg'},{'event_team':'away','event_time':77','event_type':'Substitution','action_player_1':'NicolaiBoilesen','action_player_2':'JensStrygerLarsen'},{'event_team':'away','event_time':77','event_type':'Substitution','action_player_1':'JoachimAndersen','action_player_2':'SimonKjaer'},{'event_team':'home','event_time':78','event_type':'Substitution','action_player_1':'TylerRoberts','action_player_2':'KiefferMoore'},{'event_team':'home','event_time':78','event_type':'Substitution','action_player_1':'DavidBrooks','action_player_2':'DanielJames'},{'event_team':'home','event_time':80','event_type':'Yellowcard','action_player_1':'DavidBrooks'},{'event_team':'away','event_time':88','event_type':'Goal','action_player_1':'JoakimMhle','action_player_2':'MathiasJensen'},{'event_team':'home','event_time':90','event_type':'Redcard','action_player_1':'HarryWilson'},{'event_team':'home','event_time':93','event_type':'Yellowcard','action_player_1':'GarethBale'},{'event_team':'away','event_time':94','event_type':'Goal','action_player_1':'MartinBraithwaite','action_player_2':'AndreasCornelius'}""]","{'13': 'Moore', '20': ' James', '10': ' Ramsey', '11': ' Bale', '7': ' Allen', '16': ' Morrell', '4': ' Davies', '6': ' Rodon', '22': ' Mepham', '14': ' Roberts', '12': ' Ward'}","{'12': 'Dolberg', '14': ' Krogh Damsgaard', '9': ' Braithwaite', '5': ' Mæhle Pedersen', '8': ' Delaney', '23': ' Højbjerg', '17': ' Stryger Larsen', '3': ' Vestergaard', '4': ' Kjaer', '6': ' Christensen', '1': ' Schmeichel'}"
G3,23.06.2021,False,0,0,Portugal,France,2,2,47%,53%,10,11,5,5,60%,41%,"[""{'event_team':'away','event_time':27','event_type':'Yellowcard','action_player_1':'HugoLloris'},{'event_team':'home','event_time':31','event_type':'Penalty','action_player_1':'CristianoRonaldo','action_player_2':'Penalty'},{'event_team':'away','event_time':36','event_type':'Yellowcard','action_player_1':'LucasHernandez'},{'event_team':'away','event_time':39','event_type':'Yellowcard','action_player_1':'AntoineGriezmann'},{'event_team':'away','event_time':47','event_type':'Penalty','action_player_1':'KarimBenzema','action_player_2':'Penalty'},{'event_team':'away','event_time':45','event_type':'Substitution','action_player_1':'LucasDigne','action_player_2':'LucasHernandez'},{'event_team':'home','event_time':45','event_type':'Substitution','action_player_1':'JooPalhinha','action_player_2':'DaniloPereira'},{'event_team':'away','event_time':47','event_type':'Goal','action_player_1':'KarimBenzema','action_player_2':'PaulPogba'},{'event_team':'away','event_time':52','event_type':'Substitution','action_player_1':'AdrienRabiot','action_player_2':'LucasDigne'},{'event_team':'home','event_time':60','event_type':'Penalty','action_player_1':'CristianoRonaldo','action_player_2':'Penalty'},{'event_team':'away','event_time':66','event_type':'Substitution','action_player_1':'KingsleyComan','action_player_2':'CorentinTolisso'},{'event_team':'home','event_time':72','event_type':'Substitution','action_player_1':'BrunoFernandes','action_player_2':'BernardoSilva'},{'event_team':'home','event_time':73','event_type':'Substitution','action_player_1':'RubenNeves','action_player_2':'JoaoMoutinho'},{'event_team':'home','event_time':79','event_type':'Substitution','action_player_1':'DiogoDalot','action_player_2':'NelsonSemedo'},{'event_team':'away','event_time':83','event_type':'Yellowcard','action_player_1':'PresnelKimpembe'},{'event_team':'away','event_time':87','event_type':'Substitution','action_player_1':'MoussaSissoko','action_player_2':'AntoineGriezmann'},{'event_team':'home','event_time':88','event_type':'Substitution','action_player_1':'SergioOliveira','action_player_2':'RenatoSanches'}""]","{'7': 'Ronaldo', '21': ' Jota', '16': ' Sanches', '8': ' Moutinho', '10': ' Silva', '13': ' Pereira', '5': ' Guerreiro', '4': ' Dias', '3': ' Pepe', '2': ' Semedo', '1': ' Patricio'}","{'19': 'Benzema', '10': ' Mbappe', '7': ' Griezmann', '12': ' Tolisso', '13': ' Kanté', '6': ' Pogba', '21': ' Hernandez', '3': ' Kimpembe', '4': ' Varane', '25': ' Koundé', '1': ' Lloris'}"
G3,23.06.2021,False,0,0,Germany,Hungary,2,2,76%,24%,18,9,7,4,56%,44%,"[""{'event_team':'away','event_time':11','event_type':'Goal','action_player_1':'AdamSzalai','action_player_2':'RolandSallai'},{'event_team':'away','event_time':28','event_type':'Yellowcard','action_player_1':'EndreBotka'},{'event_team':'home','event_time':30','event_type':'Yellowcard','action_player_1':'IlkayGndogan'},{'event_team':'home','event_time':58','event_type':'Substitution','action_player_1':'LeonGoretzka','action_player_2':'IlkayGndogan'},{'event_team':'home','event_time':61','event_type':'Yellowcard','action_player_1':'LeroySane'},{'event_team':'away','event_time':64','event_type':'Yellowcard','action_player_1':'AdamSzalai'},{'event_team':'home','event_time':66','event_type':'Goal','action_player_1':'KaiHavertz','action_player_2':'MatsHummels'},{'event_team':'away','event_time':66','event_type':'Yellowcard','action_player_1':'AttilaFiola'},{'event_team':'home','event_time':67','event_type':'Substitution','action_player_1':'TimoWerner','action_player_2':'KaiHavertz'},{'event_team':'home','event_time':67','event_type':'Substitution','action_player_1':'ThomasMller','action_player_2':'SergeGnabry'},{'event_team':'away','event_time':68','event_type':'Goal','action_player_1':'AndrsSchfer','action_player_2':'AdamSzalai'},{'event_team':'away','event_time':75','event_type':'Substitution','action_player_1':'SzabolcsSchn','action_player_2':'RolandSallai'},{'event_team':'away','event_time':82','event_type':'Substitution','action_player_1':'KevinVarga','action_player_2':'AdamSzalai'},{'event_team':'home','event_time':82','event_type':'Substitution','action_player_1':'JamalMusiala','action_player_2':'RobinGosens'},{'event_team':'home','event_time':82','event_type':'Substitution','action_player_1':'KevinVolland','action_player_2':'MatthiasGinter'},{'event_team':'home','event_time':84','event_type':'Goal','action_player_1':'LeonGoretzka'},{'event_team':'away','event_time':88','event_type':'Substitution','action_player_1':'NemanjaNikolic','action_player_2':'AttilaFiola'},{'event_team':'away','event_time':89','event_type':'Substitution','action_player_1':'GergoLovrencsics','action_player_2':'LaszloKleinheisler'}""]","{'10': 'Gnabry', '19': ' Sane', '7': ' Havertz', '20': ' Gosens', '8': ' Kroos', '21': ' Gündogan', '6': ' Kimmich', '2': ' Rüdiger', '5': ' Hummels', '4': ' Ginter', '1': ' Neuer'}","{'9': 'Szalai', '20': ' Sallai', '13': ' Schäfer', '8': ' Nagy', '15': ' Kleinheisler', '5': ' Fiola', '4': ' Szalai', '6': ' Orban', '21': ' Botka', '7': ' Nego', '1': ' Gulacsi'}"
G3,23.06.2021,False,0,0,Sweden,Poland,3,2,33%,67%,11,18,4,6,47%,53%,"[""{'event_team':'home','event_time':2','event_type':'Goal','action_player_1':'EmilForsberg','action_player_2':'AlexanderIsak'},{'event_team':'home','event_time':10','event_type':'Yellowcard','action_player_1':'MarcusDanielsson'},{'event_team':'away','event_time':45','event_type':'Substitution','action_player_1':'PrzemysawFrankowski','action_player_2':'TymoteuszPuchacz'},{'event_team':'home','event_time':55','event_type':'Substitution','action_player_1':'DejanKulusevski','action_player_2':'RobinQuaison'},{'event_team':'home','event_time':59','event_type':'Goal','action_player_1':'EmilForsberg','action_player_2':'DejanKulusevski'},{'event_team':'away','event_time':61','event_type':'Goal','action_player_1':'RobertLewandowski','action_player_2':'PiotrZielinski'},{'event_team':'away','event_time':61','event_type':'Substitution','action_player_1':'Jakubwierczok','action_player_2':'KamilJwiak'},{'event_team':'home','event_time':68','event_type':'Substitution','action_player_1':'MarcusBerg','action_player_2':'AlexanderIsak'},{'event_team':'home','event_time':68','event_type':'Substitution','action_player_1':'EmilKrafth','action_player_2':'MikaelLustig'},{'event_team':'away','event_time':73','event_type':'Substitution','action_player_1':'KacperKozowski','action_player_2':'MateuszKlich'},{'event_team':'away','event_time':74','event_type':'Yellowcard','action_player_1':'GrzegorzKrychowiak'},{'event_team':'home','event_time':77','event_type':'Substitution','action_player_1':'ViktorClaesson','action_player_2':'EmilForsberg'},{'event_team':'away','event_time':78','event_type':'Substitution','action_player_1':'PrzemysawPacheta','action_player_2':'GrzegorzKrychowiak'},{'event_team':'away','event_time':83','event_type':'Yellowcard','action_player_1':'KamilGlik'},{'event_team':'away','event_time':84','event_type':'Goal','action_player_1':'RobertLewandowski','action_player_2':'PrzemysawFrankowski'},{'event_team':'home','event_time':94','event_type':'Goal','action_player_1':'ViktorClaesson','action_player_2':'DejanKulusevski'}""]","{'11': 'Isak', '22': ' Quaison', '10': ' Forsberg', '8': ' Ekdal', '20': ' Olsson', '7': ' Larsson', '6': ' Augustinsson', '24': ' Danielsson', '3': ' Lindelof', '2': ' Lustig', '1': ' Olsen'}","{'9': 'Lewandowski', '11': ' Świderski', '20': ' Zielinski', '26': ' Puchacz', '14': ' Klich', '10': ' Krychowiak', '21': ' Jóźwiak', '5': ' Bednarek', '15': ' Glik', '18': ' Bereszynski', '1': ' Szczesny'}"
G3,23.06.2021,False,0,0,Slovakia,Spain,0,5,34%,66%,3,19,0,9,44%,56%,"[""{'event_team':'home','event_time':11','event_type':'Yellowcard','action_player_1':'OndrejDuda'},{'event_team':'away','event_time':30','event_type':'Owngoal','action_player_1':'MartinDubravka','action_player_2':'Owngoal'},{'event_team':'away','event_time':40','event_type':'Yellowcard','action_player_1':'SergioBusquets'},{'event_team':'away','event_time':48','event_type':'Goal','action_player_1':'AymericLaporte','action_player_2':'GerardMoreno'},{'event_team':'home','event_time':45','event_type':'Substitution','action_player_1':'MichalDuris','action_player_2':'OndrejDuda'},{'event_team':'home','event_time':45','event_type':'Substitution','action_player_1':'StanislavLobotka','action_player_2':'JacubHromada'},{'event_team':'away','event_time':56','event_type':'Goal','action_player_1':'PabloSarabia','action_player_2':'JordiAlba'},{'event_team':'away','event_time':60','event_type':'Yellowcard','action_player_1':'JordiAlba'},{'event_team':'away','event_time':66','event_type':'Substitution','action_player_1':'FerranTorres','action_player_2':'AlvaroMorata'},{'event_team':'away','event_time':67','event_type':'Goal','action_player_1':'FerranTorres','action_player_2':'PabloSarabia'},{'event_team':'home','event_time':69','event_type':'Substitution','action_player_1':'VladimirWeiss','action_player_2':'RobertMak'},{'event_team':'home','event_time':69','event_type':'Substitution','action_player_1':'TomSuslov','action_player_2':'LukHarasln'},{'event_team':'away','event_time':71','event_type':'Substitution','action_player_1':'PauTorres','action_player_2':'EricGarca'},{'event_team':'away','event_time':71','event_type':'Substitution','action_player_1':'ThiagoAlcantara','action_player_2':'SergioBusquets'},{'event_team':'away','event_time':71','event_type':'Owngoal','action_player_1':'JurajKucka','action_player_2':'Owngoal'},{'event_team':'away','event_time':77','event_type':'Substitution','action_player_1':'AdamaTraore','action_player_2':'GerardMoreno'},{'event_team':'away','event_time':77','event_type':'Substitution','action_player_1':'MikelOyarzabal','action_player_2':'CesarAzpilicueta'},{'event_team':'home','event_time':90','event_type':'Substitution','action_player_1':'LszlBnes','action_player_2':'MarekHamsik'},{'event_team':'home','event_time':94','event_type':'Yellowcard','action_player_1':'MilanSkriniar'}""]","{'8': 'Duda', '20': ' Mak', '17': ' Hamsik', '18': ' Haraslín', '25': ' Hromada', '19': ' Kucka', '15': ' Hubocan', '14': ' Skriniar', '5': ' Satka', '2': ' Pekarik', '1': ' Dubravka'}","{'9': 'Moreno', '7': ' Morata', '22': ' Sarabia', '26': ' González López', '5': ' Busquets', '8': ' Koke', '18': ' Alba', '24': ' Laporte', '12': ' García Martret', '2': ' Azpilicueta', '23': ' Simon'}"
G3,22.06.2021,False,0,0,Croatia,Scotland,3,1,67%,33%,11,11,6,3,53%,47%,"[""{'event_team':'home','event_time':17','event_type':'Goal','action_player_1':'NikolaVlasic','action_player_2':'IvanPerisic'},{'event_team':'home','event_time':26','event_type':'Yellowcard','action_player_1':'DejanLovren'},{'event_team':'away','event_time':33','event_type':'Substitution','action_player_1':'ScottMckenna','action_player_2':'GrantHanley'},{'event_team':'away','event_time':34','event_type':'Yellowcard','action_player_1':'ScottMckenna'},{'event_team':'away','event_time':42','event_type':'Goal','action_player_1':'CallumMcGregor'},{'event_team':'home','event_time':62','event_type':'Goal','action_player_1':'LukaModric','action_player_2':'MateoKovacic'},{'event_team':'home','event_time':70','event_type':'Substitution','action_player_1':'AndrejKramaric','action_player_2':'BrunoPetkovi'},{'event_team':'away','event_time':70','event_type':'Substitution','action_player_1':'RyanFraser','action_player_2':'StuartArmstrong'},{'event_team':'home','event_time':71','event_type':'Substitution','action_player_1':'BornaBarii','action_player_2':'JokoGvardiol'},{'event_team':'home','event_time':76','event_type':'Substitution','action_player_1':'LukaIvanuec','action_player_2':'NikolaVlasic'},{'event_team':'home','event_time':77','event_type':'Goal','action_player_1':'IvanPerisic','action_player_2':'LukaModric'},{'event_team':'home','event_time':81','event_type':'Substitution','action_player_1':'AnteRebic','action_player_2':'IvanPerisic'},{'event_team':'away','event_time':84','event_type':'Substitution','action_player_1':'KevinNisbet','action_player_2':'CheAdams'},{'event_team':'away','event_time':84','event_type':'Substitution','action_player_1':'NathanPatterson','action_player_2':StephenO'Donnell}""]","{'4': 'Perisic', '20': ' Petković', '13': ' Vlasic', '8': ' Kovacic', '11': ' Brozovic', '10': ' Modric', '25': ' Gvardiol', '21': ' Vida', '6': ' Lovren', '22': ' Juranović', '1': ' Livakovic'}","{'10': 'Adams', '9': ' Dykes', '3': ' Robertson', '17': ' Armstrong', '8': ' McGregor', '7': ' McGinn', '2': ' {Player_Name: ODonnell', '6': ' Tierney', '5': ' Hanley', '4': ' McTominay', '1': ' Marshall'}"
G3,22.06.2021,False,0,0,Czech Republic,England,0,1,43%,57%,7,5,1,3,47%,53%,"[""{'event_team':'away','event_time':12','event_type':'Goal','action_player_1':'RaheemSterling','action_player_2':'JackGrealish'},{'event_team':'away','event_time':45','event_type':'Substitution','action_player_1':'JordanHenderson','action_player_2':'DeclanRice'},{'event_team':'home','event_time':45','event_type':'Substitution','action_player_1':'Petrevk','action_player_2':'JakubJankto'},{'event_team':'home','event_time':61','event_type':'Yellowcard','action_player_1':'JanBoil'},{'event_team':'home','event_time':64','event_type':'Substitution','action_player_1':'AlexKrl','action_player_2':'VladimirDarida'},{'event_team':'home','event_time':64','event_type':'Substitution','action_player_1':'AdamHloek','action_player_2':'LukMasopust'},{'event_team':'away','event_time':67','event_type':'Substitution','action_player_1':'MarcusRashford','action_player_2':'RaheemSterling'},{'event_team':'away','event_time':68','event_type':'Substitution','action_player_1':'JudeBellingham','action_player_2':'JackGrealish'},{'event_team':'home','event_time':75','event_type':'Substitution','action_player_1':'TomasPekhart','action_player_2':'PatrikSchick'},{'event_team':'away','event_time':79','event_type':'Substitution','action_player_1':'TyroneMings','action_player_2':'JohnStones'},{'event_team':'home','event_time':84','event_type':'Substitution','action_player_1':'MatjVydra','action_player_2':'TomHole'},{'event_team':'away','event_time':84','event_type':'Substitution','action_player_1':'JadonSancho','action_player_2':'BukayoSaka'}""]","{'10': 'Schick', '14': ' Jankto', '8': ' Darida', '12': ' Masopust', '15': ' Souček', '9': ' Holeš', '18': ' Bořil', '6': ' Kalas', '3': ' Čelůstka', '5': ' Coufal', '1': ' Vaclik'}","{'9': 'Kane', '10': ' Sterling', '7': ' Grealish', '25': ' Saka', '4': ' Rice', '14': ' Phillips', '3': ' Shaw', '6': ' Maguire', '5': ' Stones', '2': ' Walker', '1': ' Pickford'}"
